ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bain,url_annonce,source
Tanger,15000.0,756.9955555555556,Malabata,Maison,3,1,https://www.avito.ma/fr/malabata/appartements/Coup_de_c_ur___F3_LUXE__Malabata_TGV___15_000_DH_57162118.htm,Avito
Tanger,3500.0,60.0,Aviation,Appartement,3,1,https://www.avito.ma/fr/aviation/appartements/Appartement_%C3%A0_louer_62_m%C2%B2_%C3%A0_Tanger_57165830.htm,Avito
Casablanca,19000.0,18.0,Gauthier,Appartement,5,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_louer_160_m%C2%B2_%C3%A0_Casablanca_56589434.htm,Avito
Marrakech,5800.0,96.0,Guéliz,Appartement,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Centre_Gu%C3%A9liz_Vide_avec_piscine_57161786.htm,Avito
Tanger,4500.0,65.0,Du Golf,Appartement,3,1,https://www.avito.ma/fr/du_golf/appartements/Appartement_%C3%A0_louer_57161735.htm,Avito
Tanger,5000.0,108.0,Branes 2,Appartement,4,1,https://www.avito.ma/fr/branes_2/appartements/Appartement_%C3%A0_louer___non_meubl%C3%A9___108_m%C2%B2_57150294.htm,Avito
Marrakech,4500.0,145.9004854368932,Autre secteur,Maison,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Abwab_Gu%C3%A9liz_57161713.htm,Avito
Tanger,15000.0,120.0,Malabata,Appartement,5,1,https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_louer_Hilton_Tanger_57161559.htm,Avito
Casablanca,9500.0,45.0,Anfa,Appartement,2,1,https://www.avito.ma/fr/anfa/appartements/Studio_bd_ziraoui_57161487.htm,Avito
Casablanca,1250.0,60.0,Sidi Maarouf,Maison,3,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Chambre_disponible_a_Mostakbal_SidiMaarouf_57165164.htm,Avito
Tanger,4000.0,65.0,Tanja Balia,Appartement,3,1,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_de_deux_chambres_%C3%A0_louer_57161352.htm,Avito
Rabat,3000.0,70.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_louer_%C3%A0_Hay_Nahda_Rabat_57165077.htm,Avito
Casablanca,2500.0,74.0,Sidi Moumen,Appartement,3,1,https://www.avito.ma/fr/sidi_moumen/appartements/R%C3%A9sidence_Ryane_Immeuble_8_%C3%89tage_2_Appartement_13_57161258.htm,Avito
Marrakech,7500.0,60.0,Guéliz,Appartement,2,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_au_mois_%C3%A0_Gu%C3%A9liz_57161248.htm,Avito
Casablanca,3700.0,64.0,Mers Sultan,Maison,2,1,https://www.avito.ma/fr/mers_sultan/appartements/Appart_de_64m2_Mers_Sultan_location_57134836.htm,Avito
Marrakech,5000.0,70.0,Hay Charaf,Appartement,2,1,https://www.avito.ma/fr/hay_charaf/appartements/Appartement_%C3%A0_louer___Marrakech__quartier_Charaf_57161152.htm,Avito
Casablanca,13000.0,300.0,Autre secteur,Villa,5,1,https://www.avito.ma/fr/autre_secteur/villas_et_riads/VILLA_SEMI_MEUBL%C3%89_%C3%80_LOUER_%C3%80_TAMARIS_DAR_BOUAZZA_57161147.htm,Avito
Casablanca,6500.0,100.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_louer_97_m%C2%B2_%C3%A0_Casablanca_57161143.htm,Avito
Casablanca,2800.0,35.0,Anfa,Appartement,2,1,https://www.avito.ma/fr/anfa/appartements/Studio_d3_32m2_Bd_moulai_youssef_location_57134796.htm,Avito
Tanger,3500.0,96.0,Souani,Appartement,3,1,https://www.avito.ma/fr/souani/appartements/Appartement_%C3%A0_louer_96_m%C2%B2_%C3%A0_Tanger_57161061.htm,Avito
Marrakech,8000.0,80.0,Hay Izdihar,Appartement,4,1,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_de_luxe_%C3%A0_louer__charges_comprises__eau_et_%C3%A9lectricit%C3%A9__57161033.htm,Avito
Casablanca,8000.0,102.0,Californie,Appartement,4,2,https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_louer_102_m%C2%B2_%C3%A0_Casablanca_57160913.htm,Avito
Marrakech,16000.0,100.0,Agdal,Appartement,3,1,https://www.avito.ma/fr/agdal/appartements/Appartement_incroyable_3_chambres_Prestigia_57160823.htm,Avito
Marrakech,7300.0,84.0,Victor Hugo,Appartement,2,1,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_vide_%C3%A0_louer_mensuellement_Marrakech_57160795.htm,Avito
Marrakech,10000.0,75.0,Victor Hugo,Maison,2,1,https://www.avito.ma/fr/victor_hugo/appartements/sublime_apparte_2_chs_%C3%A9quip%C3%A9_victor_hugo_57160787.htm,Avito
Casablanca,6800.0,107.0,Ain Sebaa,Maison,4,1,https://www.avito.ma/fr/ain_sebaa/appartements/Luxious_Meubl%C3%A9_4Filles_C%C3%A9libataires_Couple_Mari%C3%A9_57160775.htm,Avito
Casablanca,6500.0,80.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_meubl%C3%A9_%C3%A0_louer__57160782.htm,Avito
Rabat,3000.0,90.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/maisons/Appartement_%C3%A0_louer_%C3%A0_Rabat_Hay_Nahda_1_57164475.htm,Avito
Casablanca,5500.0,92.0,Ain Sebaa,Maison,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Extra_Luxious_Meubl%C3%A9s_3Filles_C%C3%A9libataires_57160757.htm,Avito
Casablanca,11000.0,118.0,Val Fleuri,Appartement,5,1,https://www.avito.ma/fr/val_fleuri/appartements/Bel_appartement_118_m%C2%B2_%C3%A0_Val_Fleuri_57160709.htm,Avito
Casablanca,3200.0,76.0,Ain Sebaa,Maison,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Moyen_Standing_2Filles_ou_2hommes_C%C3%A9libataires_57160708.htm,Avito
Casablanca,2800.0,78.0,Ain Sebaa,Maison,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Finition_Couple_ou_3_Filles_C%C3%A9libataires_Mchamcha_57160661.htm,Avito
Casablanca,5000.0,80.0,Mers Sultan,Appartement,4,1,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_rue_d_agadir_mers_sultan_57160606.htm,Avito
Casablanca,6500.0,57.0,Maarif,Appartement,2,1,https://www.avito.ma/fr/maarif/appartements/Studio_meubl%C3%A9__57160578.htm,Avito
Rabat,8000.0,100.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_a_louer_nahda_57160566.htm,Avito
Casablanca,5500.0,58.0,Abdelmoumen,Appartement,1,1,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_louer_58_m%C2%B2_%C3%A0_Casablanca_56873316.htm,Avito
Tanger,25000.0,203.0,la Nouvelle Ville Ibn Battouta,Villa,7,2,https://www.avito.ma/fr/la_nouvelle_ville_ibn_battouta/villas_et_riads/Mini_villa_suite_vu_mer_lat%C3%A9rale_garage___2_jardin_57160409.htm,Avito
Casablanca,7750.0,80.0,La Gironde,Appartement,3,1,https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Casablanca_57160365.htm,Avito
Rabat,16000.0,170.0,Aviation - Mabella,Appartement,4,1,https://www.avito.ma/fr/aviation___mabella/appartements/Appartement_location_%C3%A0_Aviation_Mabella_56984341.htm,Avito
Rabat,10500.0,140.0,Hay Riad,Maison,5,1,https://www.avito.ma/fr/hay_riad/appartements/Joli_appart_4_chambres_1_salon_56845220.htm,Avito
Casablanca,6000.0,55.0,Belvédère,Appartement,2,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_louer_60_m%C2%B2_%C3%A0_Casablanca_57045958.htm,Avito
Rabat,9500.0,120.0,Hassan,Appartement,5,1,https://www.avito.ma/fr/hassan/appartements/Tr%C3%A8s_belle_Appartement__Hassan_57144478.htm,Avito
Rabat,7500.0,110.0,Agdal,Appartement,4,1,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_louer___Agdal__Rabat_57160012.htm,Avito
Casablanca,6500.0,47.0,Maarif,Appartement,2,1,https://www.avito.ma/fr/maarif/appartements/Studio_Meubl%C3%A9_de_luxe__Maarif_57133328.htm,Avito
Casablanca,8000.0,51.0,Racine,Appartement,2,1,https://www.avito.ma/fr/racine/appartements/Magnifique_Studio_Meubl%C3%A9_%C3%A0_Racine_57159857.htm,Avito
Rabat,11000.0,100.0,Hay Riad,Appartement,2,1,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_louer_Prestigia_hay_ryad_57159686.htm,Avito
Casablanca,6000.0,300.0,Belvédère,Appartement,3,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_%C3%A0_Casablanca_Belv%C3%A9d%C3%A8re_57159419.htm,Avito
Casablanca,4300.0,56.0,Centre Ville,Appartement,2,1,https://www.avito.ma/fr/centre_ville/appartements/Studio_a_louer_a_mokawama_et_rouche_noir_57159314.htm,Avito
Marrakech,13000.0,146.0,Guéliz,Appartement,4,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_louer_146_m%C2%B2_%C3%A0_Marrakech_57159202.htm,Avito
Casablanca,4200.0,60.0,Belvédère,Appartement,2,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Studio_vide_location_Belv%C3%A9d%C3%A8re__%C3%80_Casa_57159157.htm,Avito
Casablanca,2500.0,58.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_58_m%C2%B2_%C3%A0_Casablanca_57159149.htm,Avito
Casablanca,3500.0,50.0,Oulfa,Appartement,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_50_m%C2%B2_%C3%A0_Casablanca_57159143.htm,Avito
Casablanca,2400.0,56.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_56_m%C2%B2_%C3%A0_Casablanca_57159126.htm,Avito
Casablanca,1200.0,65.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_65_m%C2%B2_%C3%A0_Casablanca_57159113.htm,Avito
Casablanca,5500.0,90.0,Oulfa,Appartement,4,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_90_m%C2%B2_%C3%A0_Casablanca_57159096.htm,Avito
Marrakech,16000.0,130.0,Autre secteur,Appartement,4,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_louer_130_m%C2%B2_%C3%A0_Marrakech_57158905.htm,Avito
Marrakech,10000.0,80.0,Hivernage,Appartement,3,1,https://www.avito.ma/fr/hivernage/appartements/Appartement_meubl%C3%A9_hivernage_%C3%A0_louer_56703825.htm,Avito
Casablanca,6300.0,108.0,Ain Sebaa,Maison,4,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appt_%C3%A0_louer_%C3%A0_Ain_sebaa_%C3%A0_partir_du_1er_Janvier_57158860.htm,Avito
Rabat,8000.0,100.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_meubl%C3%A9_bien_plac%C3%A9_Rabat_57158828.htm,Avito
Marrakech,8500.0,75.0,Victor Hugo,Appartement,3,1,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_louer_VICTOR_HUGO_57158683.htm,Avito
Marrakech,5000.0,63.0,Route de Casablanca,Appartement,3,1,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_route_de_casablanca_57158519.htm,Avito
Casablanca,6000.0,49.0,Bourgogne,Appartement,1,1,https://www.avito.ma/fr/bourgogne/appartements/Studio_meubl%C3%A9_Haute_Gamme_%C3%A0_Bourgogne_Ss_Vis_%C3%A0Vis_57158500.htm,Avito
Marrakech,25000.0,400.0,Route de Fès,Villa,6,2,https://www.avito.ma/fr/route_de_f%C3%A8s/villas_et_riads/Villa_%C3%A0_louer_longue_dur%C3%A9e_route_de_F%C3%A8s_57158490.htm,Avito
Rabat,8000.0,138.0,Quartier de l'Océan,Appartement,5,1,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/Appartement_%C3%A0_louer_57162136.htm,Avito
Marrakech,5500.0,75.0,Mabrouka,Appartement,3,1,https://www.avito.ma/fr/mabrouka/appartements/Appartement_%C3%A0_louer_75_m%C2%B2_%C3%A0_Marrakech_57158399.htm,Avito
Rabat,40000.0,900.0,Souissi,Villa,8,3,https://www.avito.ma/fr/souissi/villas_et_riads/Villa_neuve_en_location_sur_el_menzeh_57103599.htm,Avito
Tanger,4000.0,80.0,Autre secteur,Appartement,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_meubl%C3%A9_57158191.htm,Avito
Tanger,2800.0,65.0,Boukhalef,Appartement,2,1,https://www.avito.ma/fr/boukhalef/appartements/Appartement_meubl%C3%A9_pour_%C3%A9tudiants_57158171.htm,Avito
Casablanca,5000.0,86.0,Ain Sebaa,Appartement,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_avec_vue_d%C3%A9gag%C3%A9_a_Ain_Sebaa_57157675.htm,Avito
Casablanca,2600.0,88.0,Sidi Moumen,Maison,4,1,https://www.avito.ma/fr/sidi_moumen/appartements/Sidi_Moumen_Anassi_R%C3%A9sidence_Renaissance_57157632.htm,Avito
Marrakech,23000.0,400.0,Route de Fès,Villa,6,2,https://www.avito.ma/fr/route_de_f%C3%A8s/villas_et_riads/Villa_meubl%C3%A9e_%C3%A0_louer_longue_dur%C3%A9e_57157580.htm,Avito
Marrakech,8500.0,70.0,Guéliz,Appartement,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_louer_70_m%C2%B2_%C3%A0_Marrakech_57157500.htm,Avito
Casablanca,6800.0,138.0,2 Mars,Appartement,5,1,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_louer_138_m%C2%B2_%C3%A0_Casablanca_56989007.htm,Avito
Casablanca,5000.0,75.0,Al Qods,Appartement,3,1,https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_louer_75_m%C2%B2_%C3%A0_Casablanca_57160990.htm,Avito
Marrakech,8000.0,56.0,Hivernage,Appartement,1,1,https://www.avito.ma/fr/hivernage/appartements/Studio_%C3%A0_louer_au_mois_57160917.htm,Avito
Casablanca,5500.0,105.0,Maarif,Maison,3,1,https://www.avito.ma/fr/maarif/appartements/105_m%C2%B2_%C3%A0_louer_57157164.htm,Avito
Rabat,3500.0,100.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_louer_%C3%A0_Rabat_Hay_Nahda_1_57157174.htm,Avito
Casablanca,9500.0,134.0,Belvédère,Appartement,4,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_meubl%C3%A9_57157122.htm,Avito
Casablanca,10000.0,92.0,Oasis,Appartement,3,1,https://www.avito.ma/fr/oasis/appartements/%C3%80_louer_Appartement___2ch___Meubl%C3%A9es_%C3%A0_Oasis_56706878.htm,Avito
Tanger,1500.0,120.0,Centre ville,Maison,4,1,https://www.avito.ma/fr/centre_ville/maisons/Maison_Opportunit%C3%A9_unique_57156982.htm,Avito
Rabat,1300.0,30.0,Hay Nahda,Maison,1,1,https://www.avito.ma/fr/hay_nahda/appartements/Chambre_pour_hommes_%C3%A0_louer_%C3%A0_Rabat_57156948.htm,Avito
Casablanca,6200.0,45.0,Maârif Extension,Appartement,2,1,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_louer_39_m%C2%B2_%C3%A0_Casablanca_57156933.htm,Avito
Tanger,4000.0,60.0,Aharrarine,Appartement,3,1,https://www.avito.ma/fr/aharrarine/appartements/Appartement_propre_bien_%C3%A9quip%C3%A9_pr%C3%AAt_de_kitea_57156921.htm,Avito
Casablanca,8000.0,57.0,Oasis,Appartement,2,1,https://www.avito.ma/fr/oasis/appartements/%C3%80_louer_Studio__5%C3%A8me_%C3%A9tage_vue_d%C3%A9gag%C3%A9e__Oasis_57100777.htm,Avito
Marrakech,2400.0,60.0,M'Hamid,Appartement,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_louer_pr%C3%A8s_de_Mumtaza_57156890.htm,Avito
Tanger,1600.0,120.0,Centre ville,Maison,4,1,https://www.avito.ma/fr/centre_ville/maisons/Maison_Bien_Ensoleill%C3%A9_57156875.htm,Avito
Tanger,1100.0,120.0,Centre ville,Maison,4,1,https://www.avito.ma/fr/centre_ville/maisons/Maison_Haut_standing_57156865.htm,Avito
Tanger,1000.0,120.0,Centre ville,Maison,4,1,https://www.avito.ma/fr/centre_ville/maisons/Maison_Haut_Gamme_57156857.htm,Avito
Marrakech,4000.0,78.0,M'Hamid,Appartement,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_louer_78_m%C2%B2_%C3%A0_Marrakech_57156842.htm,Avito
Tanger,1100.0,120.0,Centre ville,Appartement,4,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_haut_standing_57156839.htm,Avito
Tanger,1000.0,120.0,Centre ville,Appartement,4,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_haut_de_gamme_57156836.htm,Avito
Casablanca,4200.0,63.0,Bournazil,Appartement,3,1,https://www.avito.ma/fr/bournazil/appartements/Appartement_%C3%A0_louer_pour_M%C3%A9decin___Dentiste_%C3%A0_Casa_57034441.htm,Avito
Casablanca,2000.0,30.0,Aïn Chock,Appartement,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Studio_meubl%C3%A9_57160471.htm,Avito
Marrakech,14000.0,80.0,Av Mohammed VI,Appartement,3,1,https://www.avito.ma/fr/av_mohammed_vi/appartements/Bel_appartement_%C3%A0_louer_57156543.htm,Avito
Casablanca,5000.0,56.0,Quartier des Hôpitaux,Appartement,2,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Studio_quartier_les_h%C3%B4pitaux_57034025.htm,Avito
Casablanca,12000.0,100.0,Gauthier,Appartement,3,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_louer_meubl%C3%A9_%C3%A0_Gauthier_moderne_57156436.htm,Avito
Casablanca,11000.0,110.0,Val Fleuri,Appartement,3,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_louer_2_CH_meubl%C3%A9_%C3%A0_ValFleuri_57156404.htm,Avito
Marrakech,7000.0,95.0,Guéliz,Maison,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Gu%C3%A9liz___T3_lumineux___top_r%C3%A9sidence_57156353.htm,Avito
Marrakech,12500.0,800.0,Route de Ouarzazate,Villa,5,1,https://www.avito.ma/fr/route_de_ouarzazate/villas_et_riads/Location_villa_avec_jardin_et_piscine_%C3%A0_bon_prix_57129213.htm,Avito
Casablanca,1200.0,120.0,Sidi Maarouf,Maison,4,1,https://www.avito.ma/fr/sidi_maarouf/maisons/Maison_moyen_standing_57156185.htm,Avito
Casablanca,1300.0,120.0,Sidi Maarouf,Maison,4,1,https://www.avito.ma/fr/sidi_maarouf/maisons/Maison_Bien_Ensoleill%C3%A9_57156189.htm,Avito
Casablanca,1400.0,120.0,Sidi Maarouf,Maison,4,1,https://www.avito.ma/fr/sidi_maarouf/maisons/Maison_Opportunit%C3%A9_unique_57156191.htm,Avito
Casablanca,1000.0,120.0,Sidi Maarouf,Maison,4,1,https://www.avito.ma/fr/sidi_maarouf/maisons/Maison_Haut_Gamme_57156170.htm,Avito
Casablanca,1100.0,120.0,Sidi Maarouf,Maison,4,1,https://www.avito.ma/fr/sidi_maarouf/maisons/Maison_Haut_standing_57156180.htm,Avito
Marrakech,2800.0,70.0,Les Portes de Marrakech,Appartement,4,1,https://www.avito.ma/fr/les_portes_de_marrakech/appartements/Appartement_%C3%A0_louer_70_m%C2%B2_%C3%A0_Marrakech_57160023.htm,Avito
Rabat,7000.0,60.0,Hay Nahda,Appartement,2,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_meubl%C3%A9_pour_les_fille_a_rabat_57156152.htm,Avito
Casablanca,1200.0,120.0,Sidi Maarouf,Appartement,4,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_Endroit_calme_57156150.htm,Avito
Casablanca,1100.0,120.0,Sidi Maarouf,Appartement,4,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_haut_standing_57156138.htm,Avito
Casablanca,1000.0,120.0,Sidi Maarouf,Appartement,4,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_haut_de_gamme_57156127.htm,Avito
Rabat,13000.0,12.0,Souissi,Maison,5,1,https://www.avito.ma/fr/souissi/appartements/GREEN_LAND_EL_MENZEH_57156061.htm,Avito
Casablanca,7000.0,55.0,Racine,Appartement,2,1,https://www.avito.ma/fr/racine/appartements/beau_studio_meubl%C3%A9_racine_avec_balcon_57033579.htm,Avito
Rabat,2800.0,50.0,Hay Nahda,Appartement,2,1,https://www.avito.ma/fr/hay_nahda/appartements/Studio_pour_les_filles_%C3%A0_louer_%C3%A0_Rabat_57155970.htm,Avito
Rabat,3300.0,90.0,Hay Nahda,Appartement,3,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_location_a_rabat_hay_nahda_1_57155921.htm,Avito
Casablanca,4000.0,58.0,Sidi Maarouf,Appartement,3,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_r%C3%A9sidentiel_vide_SIDI_Maarouf_57046481.htm,Avito
Marrakech,4500.0,81.0,Sidi Abbad,Appartement,3,1,https://www.avito.ma/fr/sidi_abbad/appartements/Appartement_vide_%C3%A0_louer_pr%C3%A8s_de_sup_deco_57144929.htm,Avito
Casablanca,3300.0,74.0,Aïn Chock,Appartement,3,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_louer__rue_Tah_57159820.htm,Avito
Tanger,20000.0,70.0,De La Plage,Appartement,1,1,https://www.avito.ma/fr/de_la_plage/appartements/Appartement_Meubl%C3%A9_de_Haut_Standing_57155656.htm,Avito
Casablanca,5500.0,50.0,Californie,Appartement,2,1,https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_louer_50_m%C2%B2_%C3%A0_Casablanca_57155652.htm,Avito
Marrakech,8000.0,56.0,Hivernage,Appartement,1,1,https://www.avito.ma/fr/hivernage/appartements/Studio_meubl%C3%A9_Hivernage_57155442.htm,Avito
Casablanca,4000.0,65.0,Centre Ville,Appartement,1,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_louer_65_m%C2%B2_%C3%A0_Casablanca_57155378.htm,Avito
Casablanca,2700.0,68.0,Ain Sebaa,Appartement,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_Ain_sbaa_amane_57159366.htm,Avito
Casablanca,2500.0,52.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_52_m%C2%B2_%C3%A0_Casablanca_57155272.htm,Avito
Marrakech,11000.0,72.0,Guéliz,Appartement,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_louer_72_m%C2%B2_%C3%A0_Marrakech_56936322.htm,Avito
Marrakech,24000.0,160.0,Av Mohammed VI,Appartement,4,1,https://www.avito.ma/fr/av_mohammed_vi/appartements/Appartement_%C3%A0_louer_160_m%C2%B2_%C3%A0_Marrakech_53845575.htm,Avito
Marrakech,25000.0,350.0,Av Mohammed VI,Villa,7,2,https://www.avito.ma/fr/av_mohammed_vi/villas_et_riads/Villa_%C3%A0_louer_pr%C3%A8s_de_la_clinique_internationale_57050174.htm,Avito
Casablanca,8500.0,122.0,2 Mars,Appartement,4,1,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_louer_122_m%C2%B2_%C3%A0_Casablanca_57155071.htm,Avito
Casablanca,6000.0,45.0,Val Fleuri,Appartement,2,1,https://www.avito.ma/fr/val_fleuri/appartements/Joli_studio_bien_plac%C3%A9_sur_val_fleurie_57155008.htm,Avito
Rabat,10000.0,95.0,Hassan,Appartement,3,1,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_Hassan_57154945.htm,Avito
Marrakech,3500.0,120.0,Route d'Amezmiz,Appartement,3,1,https://www.avito.ma/fr/route_d_amezmiz/appartements/Appartement_%C3%A0_louer_120_m%C2%B2_%C3%A0_Marrakech_57154766.htm,Avito
Rabat,6000.0,90.0,Agdal,Appartement,3,1,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_louer_Agdal_Rabat_90M%C2%B2_57154680.htm,Avito
Rabat,9000.0,150.0,Yacoub El Mansour,Appartement,5,1,https://www.avito.ma/fr/yacoub_el_mansour/appartements/Appartement_vue_panoramique_sur_l_ocean_57154669.htm,Avito
Casablanca,5000.0,842.4755007153076,Derb Omar,Appartement,4,1,https://www.avito.ma/fr/derb_omar/appartements/Appartement_%C3%A0_louer_%C3%A0_Casablanca_57158798.htm,Avito
Casablanca,9000.0,105.0,Gauthier,Appartement,3,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_2_chambres_%C3%A0_louer_sur_gauthier_57154630.htm,Avito
Tanger,6500.0,75.0,Marjane,Appartement,3,1,https://www.avito.ma/fr/marjane/appartements/Appartement_Meubl%C3%A9_%C3%A0_Louer___Les_Jardins_de_Tanger_57154583.htm,Avito
Casablanca,3600.0,120.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_120_m%C2%B2_%C3%A0_Casablanca_57158697.htm,Avito
Casablanca,4300.0,50.0,Roches Noires,Appartement,2,1,https://www.avito.ma/fr/roches_noires/appartements/Chic_studio_%C3%A0_louer__A_Rouche_Noir_57154324.htm,Avito
Casablanca,6500.0,155.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/A_louer_appartement_meubl%C3%A9_a_bourgoune_54899508.htm,Avito
Casablanca,5000.0,75.0,Derb Ghallef,Appartement,3,1,https://www.avito.ma/fr/derb_ghallef/appartements/Appartement_meubl%C3%A9_2_chambres_1_sdb__Snack_Amine_Derb_Ghalef_56252084.htm,Avito
Casablanca,1200.0,120.0,Aïn Borja,Maison,4,1,https://www.avito.ma/fr/a%C3%AFn_borja/maisons/Maison_location_longue_dur%C3%A9e_57154169.htm,Avito
Casablanca,4000.0,70.0,Roches Noires,Appartement,2,1,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_louer_60_m%C2%B2_%C3%A0_Casablanca_57154144.htm,Avito
Casablanca,1200.0,80.0,Aïn Borja,Maison,3,1,https://www.avito.ma/fr/a%C3%AFn_borja/maisons/Maison_Opportunit%C3%A9_unique_57154117.htm,Avito
Casablanca,1200.0,120.0,2 Mars,Maison,4,1,https://www.avito.ma/fr/2_mars/maisons/Maison_location_longue_dur%C3%A9e_57154125.htm,Avito
Casablanca,7500.0,46.0,Oasis,Appartement,2,1,https://www.avito.ma/fr/oasis/appartements/STUDIO_MEUBL%C3%89_NEUF_%C3%80_LOUER_%C3%80_OASIS_57154110.htm,Avito
